category_id,genre_id
33175,15
33175,31
2372,9
2372,15
369261,10
369261,31
5887,26
5887,35
17189,10
17189,33
2897,8
2897,10
2897,31
313331,13
7665,8
7665,31
14901,5
73914,11
73914,15
32507,12
32507,15
32507,31
32507,36
460041,5
460041,12
461522,5
461522,31
490432,5
490432,10
490432,31
491870,13
491870,31
491870,32
458900,12
458900,15
458900,16
458900,31
493551,4
493551,12
493551,13
493551,15
493551,31
417892,5
417892,31
493926,12
493926,31
496853,12
496853,15
496853,16
496853,24
31912,12
31912,13
31912,31
33843,12
33843,31
493997,8
493997,31
502914,8
502914,12
502914,25
502914,31
502914,32
496735,13
496735,15
496735,31
496735,32
496960,12
496960,31
34025,11
34025,12
34025,15
34025,31
34025,32
493489,11
493489,15
493489,32
500627,5
500627,31
497388,31
1290987762,12
1421097847,14
16937,15
16937,16
16937,35
491711,5
491711,32
499765,12
499765,14
8259,12
8259,13
8259,15
506230,12
506230,25
506230,31
506230,34
506410,12
506410,31
508685,31
508685,32
508292,15
508292,24
509862,9
509862,31
509862,32
518015,12
518015,31
510530,12
510530,15
343455332,13
343455332,32
512782,10
512782,14
512782,31
1771494321,12
1771494321,31
513949,8
513949,9
513949,31
511554,11
511554,12
511554,13
511554,15
511554,24
511554,31
517357,9
517357,12
517357,31
517357,33
1455596748,12
1455596748,13
1455596748,31
1455596748,32
517447,9
517447,32
517447,33
519253,12
519253,13
519253,15
519253,31
519253,32
836519689,32
2146039317,5
2146039317,24
520083701,15
520083701,16
520083701,35
175235379,11
175235379,13
175235379,15
175235379,32
1115711128,13
1115711128,15
1115711128,32
1931776829,11
1931776829,15
1931776829,16
1931776829,24
1541524618,10
1541524618,13
1541524618,31
1541524618,32
342980805,2
342980805,7
342980805,13
342980805,31
342980805,34
1299144050,10
1299144050,13
1299144050,14
1299144050,31
1299144050,33
791896472,12
791896472,13
791896472,31
791896472,32
1028492867,14
1910324696,5
1910324696,31
1760371307,5
1760371307,12
1760371307,13
1760371307,32
518873981,4
518873981,12
518873981,15
518873981,16
518873981,31
1075600787,31
1075600787,32
666511413,10
666511413,31
32736074,5
32736074,15
32736074,31
1869211376,12
417844199,12
417844199,16
417844199,31
212742304,12
212742304,13
212742304,15
780037970,5
780037970,31
1628434805,4
1628434805,13
1628434805,14
1819887434,5
1819887434,9
1819887434,15
1819887434,31
422208436,12
247816922,15
247816922,32
60384505,31
60384505,32
68008715,31
68008715,32
1746823347,13
1746823347,32
623821345,13
623821345,32
1362102608,14
1362102608,32
1317379021,12
1317379021,15
1317379021,16
1317379021,31
1317379021,32
1065093334,10
1065093334,13
1065093334,32
177579460,12
1923236616,15
1923236616,35
1389092631,13
1389092631,32
1959131435,13
1959131435,31
1959131435,32
214726079,31
214726079,32
1685967163,32
313684105,31
313684105,32
19731,8
19731,9
19731,31
495711,10
5492,12
5492,15
8090,12
8090,31
5360,31
8105,5
1253712846,12
1253712846,16
1253712846,31
280721,5
280721,12
10033,8
10033,26
10033,31
369380,5
369380,12
369380,31
66410,2
66410,9
66410,31
12101,12
28024,31
459676,25
459676,31
458641,5
458641,31
488272,12
488272,31
512637,13
512637,31
512637,32
458224,9
458224,31
458224,32
490386,5
113749,12
113749,15
113749,36
510389,12
510389,15
510389,31
510389,32
488500,5
33416,13
33416,32
493217,12
493217,15
493217,35
493815,13
493815,15
493815,32
489297,12
489297,31
107194810,9
107194810,13
107194810,31
107194810,34
27116,12
12078,8
12078,10
12078,31
1281,12
492740,8
492740,9
492740,31
492740,32
1849266533,2
1849266533,31
494552,5
494552,31
505786,12
505786,31
505786,32
495961,8
495961,31
495961,32
496431,9
496431,31
496431,32
512121,12
512121,31
497431,12
497431,31
497301,15
497301,36
506442,5
506431,25
1003606006,12
1003606006,31
1003606006,32
1077584835,2
1077584835,9
1077584835,31
1077584835,32
97210601,12
97210601,13
97210601,31
97210601,32
513913,9
513913,13
513913,31
513913,32
1903254088,5
518692,5
518692,31
516867,33
516867,35
517528,9
517528,31
517528,32
512709,5
518630,11
518630,13
518630,15
519433,12
519433,14
519433,15
519433,16
519433,35
1864607314,12
1864607314,13
1864607314,32
1864607314,34
1935520090,12
1935520090,13
1935520090,15
1935520090,32
1244970157,4
1244970157,13
1244970157,14
1244970157,32
1378799411,5
1378799411,13
1378799411,31
1378799411,32
153495031,10
153495031,13
153495031,32
1191228681,11
1191228681,13
1191228681,15
1535635666,9
1535635666,13
1535635666,31
1535635666,32
232131679,13
232131679,14
361121548,9
361121548,31
1074044196,5
1074044196,31
790163050,31
620146360,8
620146360,12
620146360,31
620146360,32
1418594934,7
1418594934,9
1418594934,13
1804231074,8
1804231074,13
1804231074,31
636432195,31
636432195,32
21842902,12
21842902,31
458881234,12
458881234,15
1660786795,12
886884423,14
119545921,2
119545921,9
119545921,31
119545921,32
1231414719,5
1231414719,13
1231414719,15
1231414719,32
723461364,5
1974431365,9
1974431365,13
1974431365,31
1974431365,32
1081645532,12
1081645532,31
1081645532,32
511910411,35
1360792487,13
1360792487,32
717461581,12
717461581,16
717461581,31
1808330168,8
977067351,5
942624075,9
942624075,31
942624075,32
1464958641,31
1464958641,32
1165363986,31
1165363986,32
1809772714,9
1809772714,31
1981388235,9
1981388235,31
764973368,4
764973368,12
764973368,13
764973368,25
764973368,31
1115993535,5
440420093,9
440420093,12
440420093,31
440420093,32
1798838504,13
1798838504,15
625782232,12
399118349,9
399118349,31
123710355,12
123710355,31
1129937420,13
1129937420,15
1129937420,32
18381,11
18381,15
10126,5
1420,5
18814,12
18814,13
18814,15
7830,11
7830,13
7830,15
4392,5
19157,5
19157,31
14766,8
14766,31
24623,13
24623,15
13420,8
13420,10
13420,31
1434,8
1434,31
637617244,12
637617244,15
637617244,31
1336067913,4
369579,5
369579,12
369579,15
369579,24
369579,31
731,12
12049,4
391475,13
391475,15
391475,31
391475,32
21812,12
21812,31
15134,12
15134,31
460521,4
8464,12
8464,31
18896,5
30988,12
30988,25
30988,31
30988,32
489642,8
489642,12
489642,31
490378,12
490378,15
490378,31
459527,4
459527,32
491572,11
491572,13
491572,15
490701,12
490701,25
490701,31
489668,12
489668,13
489668,16
9747,4
9747,33
491878,10
491878,13
491220,4
491220,14
493081,12
493081,25
493081,31
489648,8
489648,12
489648,13
489648,15
489648,31
489648,32
504508,12
504508,31
504508,32
495062,12
495062,31
496000,12
496000,31
503233,12
503233,15
503233,31
65627,5
65627,8
65627,9
498668,5
498668,12
498668,31
498668,32
506926,12
506926,25
494998,11
494998,15
494998,31
506760,12
506760,13
506760,31
506760,32
506760,33
498523,12
498523,15
498523,24
782322359,10
782322359,13
782322359,14
506438,5
506438,12
506438,31
512226,5
512226,13
512226,15
512226,24
486102336,12
486102336,16
486102336,31
511183,7
511183,32
511183,33
519302,12
519302,15
519302,31
519302,32
511748,15
511748,24
511748,35
1366210635,13
514194,5
514194,15
514194,24
517947,12
517947,13
517947,31
517947,32
515381,12
515381,13
515381,15
515381,31
515381,32
1725408175,9
1725408175,31
1725408175,32
1089659237,8
1089659237,9
1089659237,31
1089659237,32
858043689,12
858043689,31
486610138,31
486610138,32
750209762,5
750209762,31
750209762,32
1258270417,12
1258270417,31
1432406535,5
62760102,13
62760102,15
62760102,32
715052357,8
715052357,25
715052357,31
715052357,32
1450386257,12
1450386257,31
1427027827,12
1427027827,25
1427027827,31
1568318442,12
1568318442,15
1568318442,16
1568318442,32
1568318442,35
25751086,12
25751086,13
25751086,15
25751086,31
25751086,32
1780647523,5
1780647523,24
1780647523,31
389876637,12
389876637,31
515881069,13
515881069,15
515881069,24
515881069,32
556907291,13
556907291,15
242859128,12
242859128,31
770533564,13
770533564,31
770533564,32
2106425216,5
2106425216,13
2106425216,31
1242462656,12
1242462656,13
1242462656,32
450732811,12
450732811,31
449612235,13
449612235,31
449612235,32
1471610418,35
1290989747,9
1290989747,31
1057274213,26
324223699,33
896117537,13
896117537,32
1622285067,5
1622285067,12
1997110819,31
1997110819,32
1853781077,31
1853781077,32
685022220,31
801121736,12
801121736,31
484530106,12
418994047,9
418994047,31
418994047,32
1104224177,4
1104224177,33
585218203,32
278054822,13
278054822,31
905232303,13
905232303,32
18888,12
18889,12
18889,31
15631,5
15631,10
15631,31
15631,33
65953,5
65953,31
11854,8
11854,31
1528763908,12
1528763908,16
1528763908,31
29179,12
29179,31
368936,25
368936,31
29433,12
29433,31
369585,12
369585,25
369585,31
413569,12
413569,31
6855,12
6855,31
14605,10
14605,13
14605,14
4667,31
488561,5
488561,31
1835475218,9
1835475218,33
1242,5
1242,31
494131,8
494131,9
494131,31
494131,32
17877,10
17877,13
17877,14
17877,32
460501,9
460501,31
460501,32
27101,5
27101,24
489136,7
489136,13
489611,10
489611,13
489611,31
489611,33
459382,5
490446,11
490446,15
20152,12
313521,5
491917,2
491917,31
459327,11
459327,13
459327,15
491177,5
491177,13
491177,15
491177,31
491177,32
491704,5
491704,32
461246,2
461246,31
491318,5
491318,12
491318,31
495122,12
495122,13
505371,25
505371,31
271501702,12
271501702,31
1558778353,9
1558778353,31
1558778353,32
497471,31
491289,5
491289,12
491289,32
492113,5
492113,10
492113,13
489063,4
