user_id,user_name,login_name,broadcaster_type
135594758,MFmerks,mfmerks,affiliate
852689708,undefeated820,undefeated820,normal
427688470,emokripo4ek,emokripo4ek,normal
211092157,KEMITE_GAMING,kemite_gaming,normal
879067849,kzskl,kzskl,normal
1416430381,royalyoung22,royalyoung22,normal
134185546,louisbranc0,louisbranc0,affiliate
490603151,jaguar1399,jaguar1399,normal
412713672,yahyarajhi,yahyarajhi,normal
113312473,bcp89_ttv,bcp89_ttv,affiliate
460325595,AstKiro,astkiro,affiliate
470778546,Avantez,avantez,affiliate
494731963,Djimmy_frs,djimmy_frs,affiliate
1358758443,18jax18,18jax18,normal
601686609,cheesetheocto,cheesetheocto,affiliate
119997020,Brobee3s,brobee3s,affiliate
957907558,termineytorrr,termineytorrr,normal
1388348075,bigsav19,bigsav19,normal
186221234,jikkininki,jikkininki,normal
1417249375,internalpeaceee,internalpeaceee,normal
947880552,elzurisaak,elzurisaak,normal
942146169,jjexiii,jjexiii,normal
1341293228,hddijsbwo,hddijsbwo,normal
1300660910,amakuredia,amakuredia,normal
1391723236,manaka_thaifood,manaka_thaifood,normal
620561133,ashton_burris,ashton_burris,normal
99648283,nervousray,nervousray,affiliate
28377671,Temp,temp,partner
604602967,theplumber97_ttv,theplumber97_ttv,affiliate
451969716,yhug_yug,yhug_yug,affiliate
974029494,anagame666,anagame666,normal
140935902,dom_in8tor,dom_in8tor,affiliate
903348960,berry_vkm,berry_vkm,affiliate
85689100,wajsikrl,wajsikrl,affiliate
1252098855,vadymic,vadymic,affiliate
756580905,sinbad42,sinbad42,affiliate
794559026,don_1roman,don_1roman,normal
74678947,BorisMolotoboyets,borismolotoboyets,affiliate
1402471102,bigd180043,bigd180043,normal
1364263659,oDOT39,odot39,affiliate
219251481,ItsCodyOwO,itscodyowo,affiliate
1412596509,spellmanv,spellmanv,normal
799900473,schannep19,schannep19,normal
477201033,Quizbusters,quizbusters,affiliate
1092059808,forajido14,forajido14,normal
1343783603,flymyhigh,flymyhigh,affiliate
721257185,ARULVIRAL,arulviral,affiliate
443777781,TenBlackAngel,tenblackangel,affiliate
